Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
anton espiga,RUNNING,16-11-2025,13:45:25,01:00:20,10.71,140,10.7,16.0,05:38,03:44,585,38,61,1,88,,57,,120,116,,,,169.0,64.0,183,50,47,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:02:06,128,8.2,07:18,83,39,,287.80,,,
,00:02:07,128,8.2,07:18,83,39,,289.90,,,
,00:02:08,128,8.2,07:19,83,39,,292.50,,,
,00:02:09,129,8.2,07:19,83,39,,294.50,,,
,00:02:10,129,8.2,07:20,81,39,,296.60,,,
,00:02:11,129,8.2,07:20,82,40,,299.00,,,
,00:02:12,129,8.2,07:20,83,40,,301.30,,,
,00:02:13,130,8.2,07:20,83,40,,303.30,,,
,00:02:14,130,8.2,07:20,83,40,,305.70,,,
,00:02:15,130,8.2,07:20,83,40,,307.90,,,
,00:02:16,130,8.2,07:21,82,40,,310.40,,,
,00:02:17,130,8.2,07:21,83,40,,312.30,,,
,00:02:18,130,8.2,07:21,83,40,,315.20,,,
,00:02:19,131,8.2,07:21,83,39,,317.20,,,
,00:02:20,131,8.2,07:21,83,39,,319.60,,,
,00:02:21,131,8.2,07:21,83,39,,321.70,,,
,00:02:22,131,8.2,07:21,83,39,,324.20,,,
,00:02:23,132,8.2,07:21,83,39,,326.20,,,
,00:02:24,132,8.1,07:22,83,39,,328.40,,,
,00:02:25,132,8.1,07:22,83,39,,330.40,,,
,00:02:26,133,8.1,07:22,83,39,,333.00,,,
,00:02:27,133,8.1,07:22,82,39,,334.70,,,
,00:02:28,133,8.1,07:22,81,39,,337.10,,,
,00:02:29,133,8.1,07:22,81,39,,339.50,,,
,00:02:30,133,8.1,07:22,81,39,,341.70,,,
,00:02:31,133,8.1,07:22,82,39,,344.00,,,
,00:02:32,133,8.1,07:22,83,39,,346.40,,,
,00:02:33,133,8.1,07:22,83,39,,348.60,,,
,00:02:34,133,8.1,07:23,83,39,,351.30,,,
,00:02:35,133,8.1,07:23,83,39,,353.30,,,
,00:02:36,133,8.1,07:23,83,39,,356.00,,,
,00:02:37,133,8.1,07:23,81,39,,358.10,,,
,00:02:38,133,8.1,07:23,81,39,,360.20,,,
,00:02:39,133,8.0,07:28,81,39,,362.30,,,
,00:02:40,133,8.0,07:32,83,39,,364.40,,,
,00:02:41,133,8.0,07:31,83,39,,366.70,,,
,00:02:42,133,8.0,07:29,83,39,,368.90,,,
,00:02:43,132,8.0,07:29,83,39,,370.90,,,
,00:02:44,132,8.0,07:28,83,39,,373.60,,,
,00:02:45,132,8.1,07:27,83,39,,375.40,,,
,00:02:46,132,8.1,07:26,83,39,,378.00,,,
,00:02:47,132,8.1,07:26,82,39,,380.20,,,
,00:02:48,132,8.1,07:25,83,39,,382.70,,,
,00:02:49,132,8.1,07:25,83,39,,385.10,,,
,00:02:50,133,8.1,07:25,83,39,,387.30,,,
,00:02:51,133,8.1,07:25,83,39,,389.30,,,
,00:02:52,133,8.1,07:25,83,39,,391.40,,,
,00:02:53,133,8.1,07:25,83,39,,393.30,,,
,00:02:54,133,8.1,07:25,83,39,,395.70,,,
,00:02:55,134,8.1,07:25,83,39,,397.70,,,
,00:02:56,134,8.1,07:25,83,39,,399.60,,,
,00:02:57,134,8.1,07:25,83,39,,401.70,,,
,00:02:58,134,8.1,07:25,83,39,,404.00,,,
,00:02:59,134,8.1,07:25,83,40,,406.10,,,
,00:03:00,135,8.1,07:25,83,40,,408.50,,,
,00:03:01,135,8.1,07:25,83,40,,410.50,,,
,00:03:02,136,8.1,07:25,83,40,,413.20,,,
,00:03:03,136,8.1,07:25,83,40,,415.50,,,
,00:03:04,136,8.1,07:24,83,40,,418.00,,,
,00:03:05,136,8.1,07:23,83,40,,420.60,,,
,00:03:06,136,8.1,07:24,83,40,,423.20,,,
,00:03:07,137,8.1,07:24,84,40,,425.50,,,
,00:03:08,137,8.1,07:24,85,40,,428.20,,,
,00:03:09,136,8.1,07:24,85,41,,430.80,,,
,00:03:10,136,8.2,07:18,84,41,,433.50,,,
,00:03:11,136,8.3,07:12,84,41,,435.90,,,
,00:03:12,136,8.3,07:14,85,41,,438.10,,,
,00:03:13,136,8.3,07:16,85,41,,440.60,,,
,00:03:14,136,8.2,07:18,85,41,,442.70,,,
,00:03:15,136,8.2,07:19,85,41,,445.20,,,
,00:03:16,136,8.2,07:20,85,41,,447.50,,,
,00:03:17,136,8.2,07:21,85,41,,450.40,,,
,00:03:18,136,8.2,07:21,85,41,,452.30,,,
,00:03:19,136,8.1,07:22,85,41,,455.00,,,
,00:03:20,135,8.1,07:22,85,41,,457.30,,,
,00:03:21,135,8.1,07:22,84,41,,460.20,,,
,00:03:22,135,8.1,07:22,84,41,,462.70,,,
,00:03:23,134,8.2,07:21,84,41,,465.40,,,
,00:03:24,134,8.2,07:20,85,41,,467.90,,,
,00:03:25,134,8.2,07:19,85,42,,470.40,,,
,00:03:26,133,8.2,07:18,85,42,,472.60,,,
,00:03:27,132,8.3,07:15,85,42,,475.30,,,
,00:03:28,132,8.3,07:13,85,42,,478.00,,,
,00:03:29,131,8.4,07:11,85,42,,480.60,,,
,00:03:30,131,8.4,07:09,85,42,,483.10,,,
,00:03:31,130,8.4,07:08,85,42,,485.70,,,
,00:03:32,130,8.4,07:07,85,42,,488.50,,,
,00:03:33,130,8.5,07:06,85,42,,491.20,,,
,00:03:34,130,8.5,07:05,85,42,,493.80,,,
,00:03:35,130,8.5,07:04,85,42,,496.40,,,
,00:03:36,130,8.5,07:03,84,42,,499.00,,,
,00:03:37,131,8.5,07:03,85,42,,501.50,,,
,00:03:38,131,8.5,07:01,84,42,,504.10,,,
,00:03:39,131,8.6,07:00,85,43,,506.60,,,
,00:03:40,131,8.6,06:58,85,43,,509.20,,,
,00:03:41,131,8.6,06:57,85,43,,511.70,,,
,00:03:42,131,8.7,06:56,85,43,,514.10,,,
,00:03:43,131,8.7,06:55,85,43,,516.40,,,
,00:03:44,131,8.7,06:54,85,43,,518.70,,,
,00:03:45,131,8.7,06:54,85,43,,521.10,,,
,00:03:46,131,8.7,06:53,85,43,,523.30,,,
,00:03:47,131,8.7,06:53,85,43,,525.80,,,
,00:03:48,131,8.7,06:52,85,43,,528.20,,,
,00:03:49,130,8.7,06:52,85,43,,530.60,,,
,00:03:50,130,8.7,06:52,85,43,,532.90,,,
,00:03:51,130,8.7,06:52,85,43,,535.40,,,
,00:03:52,130,8.8,06:51,85,43,,538.00,,,
,00:03:53,130,8.8,06:51,85,43,,540.50,,,
,00:03:54,130,8.8,06:50,85,43,,543.10,,,
,00:03:55,130,8.8,06:49,85,43,,545.60,,,
,00:03:56,130,8.8,06:49,85,43,,548.00,,,
,00:03:57,130,8.8,06:49,85,43,,550.50,,,
,00:03:58,130,8.8,06:48,84,43,,553.00,,,
,00:03:59,130,8.8,06:48,84,44,,555.80,,,
,00:04:00,130,8.8,06:48,85,44,,558.10,,,
,00:04:01,130,8.8,06:48,85,44,,560.60,,,
,00:04:02,130,8.8,06:47,85,44,,563.30,,,
,00:04:03,130,8.8,06:47,85,44,,565.40,,,
,00:04:04,130,8.9,06:47,85,44,,567.60,,,
,00:04:05,130,8.8,06:50,85,44,,569.90,,,
,00:04:06,130,8.7,06:56,84,44,,572.00,,,
,00:04:07,131,8.5,07:02,84,44,,574.10,,,
,00:04:08,131,8.4,07:08,84,44,,576.00,,,
,00:04:09,131,8.4,07:11,84,44,,578.20,,,
,00:04:10,131,8.4,07:09,83,44,,580.50,,,
,00:04:11,131,8.5,07:05,83,44,,582.40,,,
,00:04:12,131,8.5,07:02,84,44,,585.20,,,
,00:04:13,131,8.6,07:00,84,44,,587.30,,,
,00:04:14,131,8.6,06:57,84,44,,589.80,,,
,00:04:15,131,8.7,06:56,84,44,,592.40,,,
,00:04:16,131,8.7,06:54,84,44,,595.10,,,
,00:04:17,131,8.8,06:50,84,44,,598.00,,,
,00:04:18,131,9.0,06:40,84,44,,600.90,,,
,00:04:19,131,9.3,06:28,84,45,,604.00,,,
,00:04:20,131,9.5,06:20,84,45,,606.80,,,
,00:04:21,131,9.5,06:20,84,45,,609.40,,,
,00:04:22,131,9.4,06:23,84,45,,612.40,,,
,00:04:23,131,9.3,06:26,84,45,,615.30,,,
,00:04:24,132,9.3,06:29,85,45,,618.50,,,
,00:04:25,132,9.2,06:31,85,45,,620.90,,,
,00:04:26,132,9.2,06:33,85,45,,623.20,,,
,00:04:27,133,9.1,06:35,85,45,,625.70,,,
,00:04:28,133,9.1,06:37,85,45,,628.30,,,
,00:04:29,133,9.1,06:35,85,45,,630.60,,,
,00:04:30,134,9.1,06:34,85,46,,633.50,,,
,00:04:31,134,9.1,06:36,85,46,,635.90,,,
,00:04:32,135,9.1,06:38,85,46,,638.50,,,
,00:04:33,135,9.0,06:39,84,46,,640.90,,,
,00:04:34,136,9.0,06:40,84,46,,644.00,,,
,00:04:35,136,9.1,06:36,84,46,,646.60,,,
,00:04:36,136,9.2,06:33,84,46,,649.70,,,
,00:04:37,136,9.1,06:36,84,46,,651.70,,,
,00:04:38,136,9.1,06:38,84,47,,654.60,,,
,00:04:39,136,9.0,06:39,85,47,,656.80,,,
,00:04:40,136,9.0,06:41,84,47,,659.50,,,
,00:04:41,136,9.0,06:42,84,47,,661.80,,,
,00:04:42,136,8.9,06:43,84,47,,664.10,,,
,00:04:43,136,8.9,06:44,84,47,,666.20,,,
,00:04:44,136,8.9,06:45,85,48,,668.90,,,
,00:04:45,136,8.9,06:46,85,48,,671.10,,,
,00:04:46,137,8.9,06:46,85,48,,673.90,,,
,00:04:47,137,8.9,06:46,85,48,,677.00,,,
,00:04:48,137,8.9,06:44,85,48,,679.40,,,
,00:04:49,137,9.2,06:31,85,48,,682.40,,,
,00:04:50,136,9.4,06:23,85,48,,685.70,,,
,00:04:51,136,9.4,06:23,85,49,,688.40,,,
,00:04:52,136,9.4,06:23,87,49,,691.30,,,
,00:04:53,136,9.3,06:27,88,49,,694.00,,,
,00:04:54,136,9.3,06:29,88,49,,696.80,,,
,00:04:55,135,9.2,06:31,87,49,,699.60,,,
,00:04:56,135,9.2,06:32,86,50,,702.00,,,
,00:04:57,135,9.2,06:33,86,50,,705.10,,,
,00:04:58,135,9.1,06:34,86,50,,707.80,,,
,00:04:59,134,9.2,06:33,86,50,,710.00,,,
,00:05:00,134,9.2,06:32,87,50,,713.00,,,
,00:05:01,134,9.2,06:30,86,51,,715.80,,,
,00:05:02,134,9.3,06:27,86,51,,718.80,,,
,00:05:03,133,9.4,06:22,86,51,,721.70,,,
,00:05:04,133,9.6,06:14,86,51,,724.70,,,
,00:05:05,133,9.8,06:06,86,51,,728.00,,,
,00:05:06,133,9.9,06:04,86,52,,730.50,,,
,00:05:07,133,9.7,06:13,86,52,,732.80,,,
,00:05:08,133,9.3,06:26,86,52,,735.30,,,
,00:05:09,133,9.1,06:34,86,52,,737.80,,,
,00:05:10,133,9.1,06:34,86,52,,740.00,,,
,00:05:11,133,9.2,06:32,86,52,,742.10,,,
,00:05:12,133,9.2,06:30,86,53,,744.30,,,
,00:05:13,133,9.3,06:28,86,53,,746.20,,,
,00:05:14,133,9.2,06:30,86,53,,748.10,,,
,00:05:15,133,9.0,06:38,86,53,,750.30,,,
,00:05:16,134,8.7,06:52,86,53,,752.50,,,
,00:05:17,134,8.4,07:07,86,54,,754.60,,,
,00:05:18,134,8.2,07:19,86,54,,756.30,,,
,00:05:19,134,8.0,07:29,86,54,,758.30,,,
,00:05:20,134,7.9,07:36,86,54,,760.30,,,
,00:05:21,134,7.9,07:36,86,54,,762.10,,,
,00:05:22,134,8.1,07:26,86,54,,764.40,,,
,00:05:23,134,8.3,07:13,86,55,,766.80,,,
,00:05:24,134,8.5,07:05,86,55,,769.50,,,
,00:05:25,134,8.6,07:00,86,55,,771.90,,,
,00:05:26,134,8.6,06:56,86,55,,774.50,,,
,00:05:27,135,8.7,06:54,85,55,,777.20,,,
,00:05:28,135,8.8,06:51,85,55,,780.00,,,
,00:05:29,135,8.8,06:47,85,55,,782.60,,,
,00:05:30,135,8.9,06:43,84,55,,785.80,,,
,00:05:31,135,9.0,06:41,85,55,,788.10,,,
,00:05:32,135,8.8,06:47,85,56,,790.20,,,
,00:05:33,135,8.6,07:01,85,56,,792.40,,,
,00:05:34,135,8.3,07:14,85,56,,794.60,,,
,00:05:35,136,8.1,07:25,87,56,,796.60,,,
,00:05:36,136,7.9,07:35,86,56,,798.40,,,
,00:05:37,136,7.8,07:41,86,56,,800.20,,,
,00:05:38,136,7.8,07:40,86,56,,802.20,,,
,00:05:39,136,7.9,07:34,86,57,,804.10,,,
,00:05:40,136,8.0,07:29,86,57,,806.50,,,
,00:05:41,136,8.1,07:24,86,57,,809.00,,,
,00:05:42,136,8.2,07:20,87,57,,811.50,,,
,00:05:43,136,8.3,07:16,86,57,,814.10,,,
,00:05:44,136,8.3,07:13,87,57,,816.20,,,
,00:05:45,136,8.4,07:10,86,57,,818.60,,,
,00:05:46,136,8.4,07:08,86,57,,821.20,,,
,00:05:47,136,8.4,07:07,86,58,,823.30,,,
,00:05:48,136,8.5,07:06,86,58,,825.50,,,
,00:05:49,136,8.5,07:05,86,58,,827.80,,,
,00:05:50,136,8.5,07:04,88,58,,830.30,,,
,00:05:51,136,8.5,07:03,87,58,,832.90,,,
,00:05:52,136,8.5,07:02,87,58,,835.70,,,
,00:05:53,136,8.5,07:02,86,59,,838.80,,,
,00:05:54,136,8.6,07:00,87,59,,841.60,,,
,00:05:55,136,8.6,06:58,88,59,,844.30,,,
,00:05:56,136,8.6,06:57,88,59,,846.80,,,
,00:05:57,136,8.6,06:57,88,59,,849.30,,,
,00:05:58,136,8.6,06:57,88,59,,851.70,,,
,00:05:59,136,8.6,06:58,88,59,,854.00,,,
,00:06:00,136,8.7,06:53,88,59,,857.30,,,
,00:06:01,136,9.1,06:37,87,59,,860.50,,,
,00:06:02,136,9.6,06:16,86,60,,864.20,,,
,00:06:03,136,10.1,05:57,86,60,,868.40,,,
,00:06:04,136,10.6,05:41,86,60,,872.85,,,
,00:06:05,136,11.0,05:28,87,60,,877.31,,,
,00:06:06,137,11.3,05:20,87,60,,881.76,,,
,00:06:07,137,11.5,05:14,88,60,,886.22,,,
,00:06:08,137,11.7,05:09,88,60,,890.67,,,
,00:06:09,137,11.8,05:05,88,60,,895.13,,,
,00:06:10,137,12.4,04:51,88,61,,899.58,,,
,00:06:11,137,13.0,04:36,88,61,,903.30,,,
,00:06:12,137,13.5,04:26,88,61,,907.00,,,
,00:06:13,137,14.2,04:14,88,61,,910.60,,,
,00:06:14,137,14.6,04:06,88,61,,914.90,,,
,00:06:15,137,14.7,04:05,88,61,,918.90,,,
,00:06:16,137,14.6,04:07,88,61,,922.90,,,
,00:06:17,137,14.3,04:12,88,61,,926.90,,,
,00:06:18,137,13.8,04:21,88,61,,930.50,,,
,00:06:19,137,13.3,04:31,88,61,,934.10,,,
,00:06:20,137,12.8,04:41,88,61,,937.40,,,
,00:06:21,137,12.1,04:57,88,61,,940.90,,,
,00:06:22,137,11.7,05:07,88,61,,943.50,,,
,00:06:23,137,11.5,05:14,88,61,,946.20,,,
,00:06:24,137,11.2,05:22,88,61,,948.70,,,
,00:06:25,137,10.9,05:31,88,61,,951.20,,,
,00:06:26,137,10.6,05:39,88,61,,954.00,,,
,00:06:27,136,10.4,05:45,88,62,,956.50,,,
,00:06:28,136,10.3,05:49,88,62,,959.30,,,
,00:06:29,136,10.2,05:53,88,62,,962.00,,,
,00:06:30,136,10.2,05:54,88,62,,964.50,,,
,00:06:31,136,10.2,05:54,88,62,,967.80,,,
,00:06:32,136,10.2,05:53,85,62,,970.40,,,
,00:06:33,136,10.2,05:53,85,62,,973.50,,,
,00:06:34,136,10.2,05:52,85,62,,976.60,,,
,00:06:35,136,10.2,05:52,84,62,,978.90,,,
,00:06:36,136,10.3,05:51,85,62,,982.10,,,
,00:06:37,136,10.3,05:51,85,61,,984.90,,,
,00:06:38,136,10.3,05:50,85,61,,987.70,,,
,00:06:39,136,10.3,05:49,85,61,,991.00,,,
,00:06:40,136,10.3,05:48,85,61,,993.30,,,
,00:06:41,136,10.4,05:47,87,61,,996.40,,,
,00:06:42,136,10.3,05:49,88,61,,999.70,,,
,00:06:43,136,10.3,05:51,88,61,,1001.90,,,
,00:06:44,136,10.3,05:49,87,61,,1004.90,,,
,00:06:45,136,10.4,05:47,86,61,,1007.80,,,
,00:06:46,136,10.4,05:46,86,61,,1010.90,,,
,00:06:47,136,10.4,05:45,87,61,,1014.00,,,
,00:06:48,136,10.5,05:44,88,61,,1016.30,,,
,00:06:49,137,10.5,05:43,88,61,,1019.80,,,
,00:06:50,137,10.5,05:42,88,61,,1022.70,,,
,00:06:51,137,10.5,05:41,88,61,,1025.50,,,
,00:06:52,137,10.6,05:41,88,61,,1029.20,,,
,00:06:53,137,10.6,05:40,88,61,,1031.90,,,
,00:06:54,137,10.6,05:40,88,61,,1034.80,,,
,00:06:55,137,10.6,05:39,87,61,,1037.70,,,
,00:06:56,137,10.6,05:39,88,61,,1040.40,,,
,00:06:57,138,10.7,05:37,88,61,,1043.80,,,
,00:06:58,138,10.7,05:37,88,61,,1046.30,,,
,00:06:59,138,10.7,05:36,88,61,,1049.20,,,
,00:07:00,138,10.7,05:35,88,61,,1051.80,,,
,00:07:01,138,10.7,05:35,87,61,,1054.20,,,
,00:07:02,138,10.7,05:36,86,61,,1057.20,,,
,00:07:03,138,10.6,05:39,88,61,,1059.60,,,
,00:07:04,138,10.3,05:48,88,61,,1061.70,,,
,00:07:05,138,10.0,06:00,88,61,,1063.80,,,
,00:07:06,138,9.7,06:10,88,61,,1065.80,,,
,00:07:07,138,9.6,06:15,87,61,,1068.60,,,
,00:07:08,138,9.6,06:13,86,61,,1071.10,,,
,00:07:09,138,9.8,06:07,86,61,,1073.90,,,
,00:07:10,138,10.0,06:02,86,61,,1076.20,,,
,00:07:11,139,10.1,05:58,86,61,,1078.90,,,
,00:07:12,138,10.1,05:55,86,61,,1081.80,,,
,00:07:13,138,10.2,05:53,87,61,,1084.90,,,
,00:07:14,138,10.3,05:51,86,61,,1088.00,,,
,00:07:15,138,10.3,05:50,86,61,,1091.10,,,
,00:07:16,138,10.3,05:49,86,61,,1094.30,,,
,00:07:17,138,10.4,05:48,86,61,,1097.60,,,
,00:07:18,138,10.4,05:47,86,61,,1100.70,,,
,00:07:19,138,10.4,05:46,86,61,,1103.70,,,
,00:07:20,138,10.4,05:45,86,61,,1106.80,,,
,00:07:21,138,10.5,05:43,88,61,,1110.20,,,
,00:07:22,138,10.5,05:43,88,61,,1113.10,,,
,00:07:23,138,10.5,05:43,88,61,,1116.00,,,
,00:07:24,138,10.5,05:43,87,61,,1119.10,,,
,00:07:25,138,10.5,05:43,86,61,,1122.00,,,
,00:07:26,138,10.5,05:43,86,61,,1124.90,,,
,00:07:27,138,10.5,05:43,86,61,,1127.60,,,
,00:07:28,138,10.5,05:43,86,61,,1130.90,,,
,00:07:29,138,10.5,05:43,86,61,,1133.90,,,
,00:07:30,138,10.5,05:43,86,61,,1136.90,,,
,00:07:31,138,10.5,05:43,86,61,,1140.00,,,
,00:07:32,138,10.5,05:43,86,61,,1142.70,,,
,00:07:33,138,10.5,05:43,86,61,,1145.50,,,
,00:07:34,138,10.5,05:43,86,61,,1148.40,,,
,00:07:35,138,10.5,05:43,86,61,,1151.50,,,
,00:07:36,138,10.5,05:43,86,61,,1154.10,,,
,00:07:37,138,10.5,05:43,86,61,,1156.90,,,
,00:07:38,137,10.5,05:43,86,61,,1159.80,,,
