Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
anton espiga,RUNNING,11-11-2025,12:38:56,00:33:06,5.89,141,10.7,15.2,05:37,03:57,324,34,65,1,89,,54,,36,40,,,,169.0,64.0,183,50,47,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:21:55,141,12.3,04:52,91,30,,3783.30,,,
,00:21:56,141,12.3,04:52,91,30,,3786.90,,,
,00:21:57,141,12.3,04:52,91,30,,3790.50,,,
,00:21:58,141,12.3,04:52,93,30,,3794.20,,,
,00:21:59,142,12.3,04:52,93,30,,3797.80,,,
,00:22:00,142,12.3,04:52,93,30,,3801.40,,,
,00:22:01,142,12.3,04:52,93,30,,3805.00,,,
,00:22:02,142,12.3,04:52,93,30,,3808.70,,,
,00:22:03,143,12.4,04:51,93,30,,3812.50,,,
,00:22:04,143,12.4,04:51,92,30,,3816.10,,,
,00:22:05,143,12.4,04:51,91,30,,3819.70,,,
,00:22:06,143,12.4,04:50,91,29,,3823.40,,,
,00:22:07,143,12.4,04:50,91,29,,3826.90,,,
,00:22:08,143,12.4,04:50,91,29,,3830.60,,,
,00:22:09,143,12.4,04:50,91,29,,3834.30,,,
,00:22:10,143,12.4,04:50,91,29,,3837.90,,,
,00:22:11,143,12.4,04:49,93,29,,3841.40,,,
,00:22:12,143,12.4,04:49,93,29,,3845.00,,,
,00:22:13,143,12.4,04:49,93,29,,3848.60,,,
,00:22:14,144,12.4,04:49,92,29,,3851.90,,,
,00:22:15,144,12.5,04:49,91,28,,3855.40,,,
,00:22:16,144,12.5,04:49,91,28,,3858.90,,,
,00:22:17,144,12.5,04:48,91,28,,3862.50,,,
,00:22:18,145,12.5,04:48,91,28,,3866.00,,,
,00:22:19,145,12.5,04:48,91,28,,3869.50,,,
,00:22:20,145,12.5,04:47,91,28,,3873.20,,,
,00:22:21,145,12.6,04:47,91,28,,3876.90,,,
,00:22:22,145,12.6,04:46,91,28,,3880.50,,,
,00:22:23,145,12.6,04:46,91,28,,3884.20,,,
,00:22:24,145,12.6,04:45,91,28,,3887.90,,,
,00:22:25,145,12.6,04:45,93,28,,3891.50,,,
,00:22:26,145,12.6,04:45,92,28,,3895.00,,,
,00:22:27,145,12.6,04:45,91,28,,3898.80,,,
,00:22:28,146,12.7,04:45,91,28,,3902.70,,,
,00:22:29,146,12.7,04:45,91,28,,3906.50,,,
,00:22:30,146,12.7,04:44,91,28,,3910.20,,,
,00:22:31,146,12.7,04:44,91,28,,3914.10,,,
,00:22:32,146,12.7,04:44,91,27,,3918.00,,,
,00:22:33,146,12.8,04:42,91,27,,3922.10,,,
,00:22:34,146,12.9,04:38,91,27,,3926.31,,,
,00:22:35,146,13.1,04:35,91,27,,3930.53,,,
,00:22:36,146,13.1,04:34,91,27,,3934.30,,,
,00:22:37,146,13.1,04:36,91,27,,3938.00,,,
,00:22:38,146,13.0,04:37,91,27,,3941.60,,,
,00:22:39,146,13.0,04:37,91,27,,3945.00,,,
,00:22:40,146,12.9,04:39,90,27,,3948.10,,,
,00:22:41,146,12.7,04:44,89,27,,3951.00,,,
,00:22:42,146,12.4,04:51,89,27,,3953.60,,,
,00:22:43,146,12.1,04:56,90,26,,3956.40,,,
,00:22:44,146,12.0,05:01,90,26,,3958.90,,,
,00:22:45,146,11.7,05:07,89,26,,3960.90,,,
,00:22:46,146,11.3,05:18,89,26,,3962.40,,,
,00:22:47,146,9.0,06:39,89,26,,3962.90,,,
,00:22:48,146,2.4,24:41,89,25,,3962.90,,,
,00:22:49,146,2.4,24:50,88,25,,3962.90,,,
,00:22:50,145,2.3,25:33,79,25,,3962.90,,,
,00:22:51,145,2.3,26:31,69,25,,3962.90,,,
,00:22:52,146,2.2,26:51,74,25,,3962.90,,,
,00:22:53,146,3.7,16:11,85,25,,3963.30,,,
,00:22:54,146,6.4,09:26,87,25,,3964.60,,,
,00:22:55,146,8.2,07:21,88,25,,3967.40,,,
,00:22:56,146,9.3,06:26,89,25,,3970.60,,,
,00:22:57,146,10.2,05:53,90,25,,3973.90,,,
,00:22:58,146,10.9,05:31,90,24,,3977.60,,,
,00:22:59,146,11.3,05:19,90,24,,3981.81,,,
,00:23:00,146,11.5,05:13,90,24,,3986.03,,,
,00:23:01,146,11.7,05:06,90,24,,3990.24,,,
,00:23:02,146,11.9,05:02,90,24,,3994.45,,,
,00:23:03,146,12.1,04:59,90,24,,3998.67,,,
,00:23:04,146,12.2,04:56,92,24,,4002.88,,,
,00:23:05,146,12.2,04:55,93,24,,4007.00,,,
,00:23:06,146,12.2,04:55,93,24,,4010.20,,,
,00:23:07,146,12.2,04:55,91,24,,4013.60,,,
,00:23:08,146,12.2,04:56,91,24,,4016.60,,,
,00:23:09,146,12.1,04:56,91,24,,4019.60,,,
,00:23:10,146,12.1,04:57,91,24,,4022.70,,,
,00:23:11,146,12.1,04:58,89,24,,4025.80,,,
,00:23:12,147,12.0,04:59,89,24,,4028.70,,,
,00:23:13,147,12.0,05:01,89,24,,4031.80,,,
,00:23:14,147,11.9,05:02,89,24,,4034.80,,,
,00:23:15,147,11.9,05:04,89,24,,4037.80,,,
,00:23:16,148,11.8,05:05,89,24,,4040.60,,,
,00:23:17,148,11.7,05:07,89,24,,4043.50,,,
,00:23:18,148,11.7,05:08,89,24,,4046.70,,,
,00:23:19,148,11.6,05:10,89,24,,4049.70,,,
,00:23:20,149,11.5,05:12,90,24,,4052.50,,,
,00:23:21,149,11.4,05:14,90,24,,4055.40,,,
,00:23:22,149,11.4,05:16,90,24,,4058.40,,,
,00:23:23,149,11.3,05:17,89,24,,4061.20,,,
,00:23:24,149,11.3,05:19,89,24,,4064.10,,,
,00:23:25,149,11.3,05:20,90,25,,4066.90,,,
,00:23:26,150,11.2,05:21,90,25,,4069.90,,,
,00:23:27,150,11.2,05:22,90,25,,4073.10,,,
,00:23:28,150,11.2,05:23,90,25,,4076.30,,,
,00:23:29,150,11.1,05:24,90,25,,4079.30,,,
,00:23:30,150,11.1,05:24,90,25,,4082.50,,,
,00:23:31,150,11.1,05:25,89,25,,4085.50,,,
,00:23:32,150,11.0,05:26,89,25,,4088.50,,,
,00:23:33,150,11.0,05:27,89,25,,4091.60,,,
,00:23:34,150,11.0,05:28,89,25,,4094.70,,,
,00:23:35,150,11.0,05:29,89,25,,4097.90,,,
,00:23:36,150,10.9,05:29,89,25,,4100.90,,,
,00:23:37,150,10.9,05:29,89,26,,4103.80,,,
,00:23:38,150,10.9,05:29,89,26,,4107.20,,,
,00:23:39,150,10.9,05:29,89,26,,4110.40,,,
,00:23:40,150,11.0,05:29,89,26,,4113.60,,,
,00:23:41,150,11.0,05:28,89,26,,4116.80,,,
,00:23:42,150,11.0,05:28,90,26,,4119.70,,,
,00:23:43,150,11.0,05:28,90,26,,4122.60,,,
,00:23:44,150,11.0,05:27,90,26,,4125.40,,,
,00:23:45,150,11.0,05:27,90,26,,4128.50,,,
,00:23:46,150,11.0,05:27,92,27,,4131.40,,,
,00:23:47,150,11.0,05:26,91,27,,4134.40,,,
,00:23:48,150,11.0,05:26,92,27,,4137.20,,,
,00:23:49,150,11.1,05:26,93,27,,4140.30,,,
,00:23:50,150,11.1,05:26,93,27,,4143.20,,,
,00:23:51,150,11.1,05:25,93,27,,4146.20,,,
,00:23:52,150,11.1,05:25,93,27,,4149.50,,,
,00:23:53,150,11.1,05:25,93,27,,4152.70,,,
,00:23:54,150,11.1,05:25,93,27,,4155.90,,,
,00:23:55,150,11.1,05:25,93,28,,4159.10,,,
,00:23:56,150,11.1,05:25,93,28,,4162.30,,,
,00:23:57,150,11.1,05:25,92,28,,4165.60,,,
,00:23:58,150,11.1,05:25,91,28,,4169.00,,,
,00:23:59,149,11.1,05:24,91,28,,4171.90,,,
,00:24:00,149,11.1,05:24,91,28,,4175.10,,,
,00:24:01,149,11.1,05:24,91,28,,4178.20,,,
,00:24:02,149,11.1,05:24,91,28,,4181.10,,,
,00:24:03,149,11.1,05:24,90,28,,4183.90,,,
,00:24:04,149,11.1,05:24,90,28,,4186.70,,,
,00:24:05,149,11.1,05:25,89,28,,4189.40,,,
,00:24:06,149,11.1,05:25,90,28,,4192.30,,,
,00:24:07,149,11.1,05:25,90,28,,4195.00,,,
,00:24:08,149,11.0,05:26,90,28,,4198.30,,,
,00:24:09,149,11.0,05:26,90,28,,4201.20,,,
,00:24:10,149,11.0,05:26,89,28,,4204.30,,,
,00:24:11,149,11.0,05:27,89,28,,4207.30,,,
,00:24:12,149,11.0,05:27,89,28,,4210.60,,,
,00:24:13,149,11.0,05:27,89,28,,4213.20,,,
,00:24:14,149,11.0,05:28,89,28,,4216.20,,,
,00:24:15,149,11.0,05:28,89,28,,4219.00,,,
,00:24:16,149,10.9,05:29,89,28,,4221.90,,,
,00:24:17,149,10.9,05:29,89,28,,4224.60,,,
,00:24:18,148,10.9,05:30,89,28,,4227.30,,,
,00:24:19,148,10.9,05:30,89,28,,4230.10,,,
,00:24:20,148,10.9,05:30,89,28,,4233.00,,,
,00:24:21,148,10.9,05:30,90,28,,4235.60,,,
,00:24:22,148,10.9,05:30,90,28,,4238.90,,,
,00:24:23,149,10.9,05:30,89,28,,4241.90,,,
,00:24:24,149,10.9,05:30,89,28,,4244.80,,,
,00:24:25,149,10.9,05:30,89,28,,4247.60,,,
,00:24:26,149,10.9,05:31,89,28,,4250.90,,,
,00:24:27,149,10.9,05:31,89,28,,4253.50,,,
,00:24:28,149,10.9,05:32,89,28,,4256.30,,,
,00:24:29,149,10.8,05:32,89,28,,4259.00,,,
,00:24:30,149,10.8,05:33,89,28,,4261.70,,,
,00:24:31,149,10.8,05:33,89,28,,4264.40,,,
,00:24:32,149,10.8,05:34,89,28,,4267.00,,,
,00:24:33,149,10.8,05:35,90,28,,4269.90,,,
,00:24:34,149,10.7,05:35,89,28,,4272.90,,,
,00:24:35,149,10.7,05:36,90,28,,4275.20,,,
,00:24:36,149,10.6,05:40,90,28,,4278.20,,,
,00:24:37,149,10.4,05:45,90,28,,4281.40,,,
,00:24:38,149,10.4,05:46,90,28,,4284.00,,,
,00:24:39,149,10.4,05:45,90,28,,4286.70,,,
,00:24:40,149,10.4,05:45,90,28,,4289.60,,,
,00:24:41,149,10.5,05:44,90,28,,4292.70,,,
,00:24:42,149,10.5,05:44,89,28,,4295.40,,,
,00:24:43,149,10.5,05:44,89,28,,4297.90,,,
,00:24:44,149,10.5,05:44,90,28,,4300.90,,,
,00:24:45,149,10.5,05:44,90,28,,4304.10,,,
,00:24:46,149,10.4,05:45,89,28,,4306.60,,,
,00:24:47,149,10.4,05:45,89,28,,4309.70,,,
,00:24:48,149,10.4,05:45,89,28,,4312.40,,,
,00:24:49,149,10.4,05:46,89,28,,4315.00,,,
,00:24:50,150,10.4,05:46,89,28,,4317.70,,,
,00:24:51,150,10.4,05:47,89,28,,4320.40,,,
,00:24:52,149,10.4,05:47,89,28,,4323.50,,,
,00:24:53,150,10.3,05:51,89,28,,4326.00,,,
,00:24:54,150,10.1,05:58,89,28,,4328.30,,,
,00:24:55,150,9.8,06:06,89,28,,4330.70,,,
,00:24:56,150,9.7,06:11,89,28,,4333.50,,,
,00:24:57,150,9.8,06:09,90,28,,4335.90,,,
,00:24:58,150,9.8,06:06,90,28,,4338.40,,,
,00:24:59,151,9.9,06:03,90,28,,4341.00,,,
,00:25:00,151,10.0,06:01,90,28,,4343.60,,,
,00:25:01,151,10.0,06:00,90,28,,4346.10,,,
,00:25:02,151,10.0,05:59,90,28,,4348.90,,,
,00:25:03,151,10.0,05:59,89,28,,4351.80,,,
,00:25:04,151,10.0,05:59,89,28,,4354.70,,,
,00:25:05,151,10.1,05:58,89,28,,4357.40,,,
,00:25:06,151,10.1,05:58,87,28,,4360.50,,,
,00:25:07,151,10.1,05:58,86,28,,4363.40,,,
,00:25:08,151,10.1,05:58,86,28,,4366.20,,,
,00:25:09,151,10.1,05:58,86,28,,4369.00,,,
,00:25:10,151,10.1,05:58,88,28,,4371.70,,,
,00:25:11,151,10.1,05:58,88,28,,4374.60,,,
,00:25:12,151,10.1,05:58,88,28,,4377.50,,,
,00:25:13,151,10.1,05:58,88,28,,4380.40,,,
,00:25:14,151,10.1,05:58,88,28,,4383.20,,,
,00:25:15,152,10.1,05:58,87,28,,4386.40,,,
,00:25:16,152,10.1,05:58,86,28,,4389.00,,,
,00:25:17,152,10.0,05:59,88,28,,4391.90,,,
,00:25:18,152,10.0,05:59,88,28,,4394.70,,,
,00:25:19,152,10.0,06:00,88,28,,4397.40,,,
,00:25:20,152,10.0,06:00,88,28,,4400.20,,,
,00:25:21,152,10.0,06:00,88,29,,4403.10,,,
,00:25:22,152,10.0,06:00,88,29,,4405.90,,,
,00:25:23,152,10.0,06:00,88,29,,4408.90,,,
,00:25:24,152,10.0,06:01,88,29,,4411.50,,,
,00:25:25,152,10.0,06:01,90,29,,4414.90,,,
,00:25:26,152,10.0,06:01,90,29,,4417.80,,,
,00:25:27,152,10.0,06:01,90,30,,4420.80,,,
,00:25:28,151,10.0,05:59,90,30,,4423.80,,,
,00:25:29,151,10.2,05:53,90,30,,4427.10,,,
,00:25:30,151,10.4,05:46,90,30,,4430.20,,,
,00:25:31,151,10.5,05:44,90,30,,4433.60,,,
,00:25:32,150,10.4,05:47,90,30,,4436.70,,,
,00:25:33,150,10.3,05:49,90,30,,4439.70,,,
,00:25:34,150,10.3,05:49,90,30,,4442.80,,,
,00:25:35,150,10.4,05:46,89,30,,4446.10,,,
,00:25:36,150,10.6,05:40,89,31,,4449.40,,,
,00:25:37,150,10.7,05:35,90,31,,4452.80,,,
,00:25:38,150,10.9,05:31,90,31,,4455.90,,,
,00:25:39,151,11.0,05:28,90,31,,4459.20,,,
,00:25:40,151,10.9,05:30,90,31,,4462.40,,,
,00:25:41,150,10.8,05:34,90,31,,4465.60,,,
,00:25:42,150,10.7,05:38,90,32,,4468.60,,,
,00:25:43,150,10.6,05:40,90,32,,4471.70,,,
,00:25:44,150,10.5,05:43,90,32,,4474.90,,,
,00:25:45,149,10.5,05:44,92,32,,4478.00,,,
,00:25:46,149,10.4,05:45,92,32,,4480.90,,,
,00:25:47,149,10.4,05:45,93,32,,4484.00,,,
,00:25:48,149,10.4,05:45,93,32,,4487.00,,,
,00:25:49,149,10.4,05:46,91,33,,4490.10,,,
,00:25:50,149,10.4,05:47,91,33,,4493.20,,,
,00:25:51,149,10.4,05:47,91,33,,4496.30,,,
,00:25:52,149,10.4,05:46,91,33,,4499.40,,,
,00:25:53,149,10.5,05:43,91,33,,4502.60,,,
,00:25:54,148,10.6,05:40,91,33,,4505.80,,,
,00:25:55,148,10.7,05:35,91,33,,4509.00,,,
,00:25:56,148,10.8,05:32,91,33,,4512.20,,,
,00:25:57,148,10.9,05:29,91,33,,4515.70,,,
,00:25:58,148,11.0,05:27,91,33,,4519.20,,,
,00:25:59,148,11.1,05:26,91,33,,4522.70,,,
,00:26:00,149,11.1,05:26,91,33,,4526.10,,,
,00:26:01,149,11.0,05:26,91,33,,4529.70,,,
,00:26:02,149,11.0,05:27,91,33,,4533.00,,,
,00:26:03,149,11.0,05:27,92,33,,4536.20,,,
,00:26:04,149,11.0,05:27,93,33,,4539.40,,,
,00:26:05,149,11.0,05:27,93,33,,4542.50,,,
,00:26:06,149,11.0,05:27,93,33,,4545.70,,,
,00:26:07,149,11.0,05:27,91,33,,4548.80,,,
,00:26:08,149,11.0,05:26,92,33,,4551.80,,,
,00:26:09,149,11.0,05:26,91,32,,4555.10,,,
,00:26:10,149,11.1,05:25,93,32,,4558.40,,,
,00:26:11,149,11.1,05:25,93,32,,4561.80,,,
,00:26:12,149,11.1,05:24,91,32,,4565.10,,,
,00:26:13,149,11.1,05:24,91,32,,4568.70,,,
,00:26:14,149,11.1,05:23,91,32,,4572.20,,,
,00:26:15,150,11.2,05:23,91,32,,4575.60,,,
,00:26:16,150,11.2,05:22,91,32,,4578.90,,,
,00:26:17,150,11.2,05:21,91,32,,4582.30,,,
,00:26:18,150,11.3,05:20,91,32,,4585.70,,,
,00:26:19,150,11.3,05:18,91,32,,4588.90,,,
,00:26:20,150,11.4,05:17,91,32,,4592.10,,,
,00:26:21,151,11.4,05:16,91,32,,4595.30,,,
,00:26:22,151,11.4,05:15,91,32,,4598.50,,,
,00:26:23,151,11.5,05:14,91,32,,4601.80,,,
,00:26:24,151,11.5,05:13,91,32,,4604.90,,,
,00:26:25,151,11.5,05:13,91,32,,4608.10,,,
,00:26:26,151,11.5,05:12,91,31,,4611.60,,,
,00:26:27,151,11.5,05:12,91,31,,4614.80,,,
,00:26:28,151,11.6,05:11,91,31,,4618.00,,,
,00:26:29,151,11.6,05:11,91,31,,4621.30,,,
,00:26:30,152,11.6,05:10,91,31,,4624.60,,,
,00:26:31,152,11.6,05:10,91,31,,4627.90,,,
,00:26:32,152,11.6,05:10,91,31,,4631.30,,,
,00:26:33,152,11.6,05:10,91,31,,4635.10,,,
,00:26:34,151,11.6,05:09,91,31,,4638.10,,,
,00:26:35,151,11.6,05:09,91,31,,4641.10,,,
,00:26:36,151,11.7,05:09,91,31,,4644.30,,,
,00:26:37,151,11.7,05:09,91,31,,4647.50,,,
,00:26:38,151,11.7,05:09,91,31,,4650.60,,,
,00:26:39,151,11.7,05:09,91,31,,4653.70,,,
,00:26:40,151,11.7,05:09,90,31,,4656.70,,,
,00:26:41,151,11.7,05:09,90,31,,4659.60,,,
,00:26:42,151,11.7,05:09,90,31,,4662.20,,,
,00:26:43,151,11.7,05:09,90,31,,4665.60,,,
,00:26:44,151,11.7,05:09,90,31,,4668.70,,,
,00:26:45,151,11.6,05:12,90,31,,4671.70,,,
,00:26:46,150,11.3,05:18,90,31,,4674.40,,,
,00:26:47,150,11.1,05:24,89,31,,4677.10,,,
,00:26:48,150,11.1,05:25,90,31,,4679.70,,,
,00:26:49,150,11.2,05:22,89,31,,4682.80,,,
,00:26:50,150,11.2,05:22,90,31,,4685.90,,,
,00:26:51,150,11.1,05:23,90,,,4689.00,,,
,00:26:52,151,11.4,05:16,90,31,,4691.90,,,
,00:26:53,150,11.1,05:23,90,31,,4691.90,,,
,00:26:54,150,11.0,05:27,90,31,,4692.00,,,
,00:26:55,150,11.1,05:24,90,31,,4692.00,,,
,00:26:56,150,10.9,05:31,90,31,,4696.21,,,
,00:26:57,150,10.6,05:40,90,31,,4700.43,,,
,00:26:58,149,10.6,05:41,90,31,,4704.64,,,
,00:26:59,149,10.7,05:37,90,31,,4708.85,,,
,00:27:00,149,10.9,05:32,90,31,,4712.60,,,
,00:27:01,148,11.0,05:28,90,31,,4716.10,,,
,00:27:02,149,11.1,05:26,90,31,,4717.90,,,
,00:27:03,149,11.1,05:24,90,31,,4720.50,,,
,00:27:04,149,11.2,05:23,90,31,,4723.00,,,
,00:27:05,149,11.2,05:21,90,31,,4725.00,,,
,00:27:06,149,11.3,05:20,90,31,,4727.90,,,
,00:27:07,150,11.3,05:18,90,31,,4731.40,,,
,00:27:08,150,11.4,05:17,90,31,,4734.90,,,
,00:27:09,150,11.4,05:16,90,31,,4738.30,,,
,00:27:10,150,11.4,05:15,90,31,,4741.70,,,
,00:27:11,150,11.5,05:14,90,31,,4745.20,,,
,00:27:12,150,11.5,05:14,90,31,,4748.70,,,
,00:27:13,149,11.5,05:14,90,31,,4752.10,,,
,00:27:14,149,11.4,05:15,90,31,,4755.20,,,
,00:27:15,149,11.4,05:15,90,31,,4758.20,,,
,00:27:16,149,11.4,05:16,90,31,,4761.20,,,
,00:27:17,149,11.4,05:16,90,31,,4764.30,,,
,00:27:18,149,11.4,05:17,90,31,,4766.90,,,
,00:27:19,149,11.4,05:17,89,31,,4769.60,,,
,00:27:20,148,11.3,05:18,90,31,,4772.60,,,
,00:27:21,148,11.3,05:18,90,32,,4775.60,,,
,00:27:22,148,11.3,05:18,90,32,,4778.90,,,
,00:27:23,147,11.3,05:19,90,32,,4782.10,,,
,00:27:24,147,11.3,05:19,90,32,,4785.40,,,
,00:27:25,147,11.4,05:17,90,32,,4788.80,,,
,00:27:26,147,11.5,05:12,90,32,,4792.50,,,
,00:27:27,147,11.7,05:07,90,32,,4796.30,,,
,00:27:28,147,11.8,05:05,90,32,,4800.10,,,
,00:27:29,147,11.8,05:05,92,32,,4803.80,,,
,00:27:30,147,11.8,05:04,92,32,,4807.50,,,
,00:27:31,147,12.0,05:01,91,32,,4811.30,,,
,00:27:32,147,12.1,04:58,91,32,,4815.10,,,
,00:27:33,147,12.1,04:57,91,32,,4818.80,,,
,00:27:34,147,12.1,04:58,92,32,,4822.40,,,
,00:27:35,147,12.0,05:00,93,32,,4825.80,,,
,00:27:36,147,11.9,05:03,93,32,,4829.30,,,
,00:27:37,147,11.8,05:06,93,32,,4832.70,,,
,00:27:38,147,11.7,05:08,93,32,,4836.00,,,
,00:27:39,147,11.6,05:10,93,32,,4839.10,,,
,00:27:40,147,11.5,05:12,93,32,,4842.00,,,
,00:27:41,148,11.5,05:13,93,32,,4845.10,,,
,00:27:42,148,11.5,05:14,91,32,,4848.20,,,
,00:27:43,148,11.4,05:15,91,32,,4851.20,,,
,00:27:44,148,11.4,05:16,91,32,,4854.20,,,
,00:27:45,148,11.4,05:16,91,31,,4857.10,,,
,00:27:46,149,11.4,05:17,91,31,,4860.00,,,
,00:27:47,149,11.3,05:17,91,31,,4863.00,,,
,00:27:48,149,11.3,05:18,91,31,,4866.10,,,
,00:27:49,150,11.3,05:18,91,31,,4869.50,,,
,00:27:50,150,11.3,05:18,91,31,,4872.50,,,
,00:27:51,150,11.4,05:17,91,31,,4875.70,,,
,00:27:52,150,11.4,05:17,91,31,,4878.80,,,
,00:27:53,150,11.4,05:16,91,31,,4882.10,,,
,00:27:54,150,11.4,05:16,92,31,,4885.40,,,
,00:27:55,151,11.4,05:16,93,31,,4888.50,,,
,00:27:56,151,11.4,05:16,93,31,,4891.70,,,
,00:27:57,151,11.4,05:16,92,30,,4894.70,,,
,00:27:58,151,11.4,05:15,91,30,,4897.70,,,
,00:27:59,151,11.4,05:15,91,30,,4900.80,,,
,00:28:00,151,11.4,05:15,91,30,,4903.80,,,
,00:28:01,151,11.4,05:15,91,30,,4906.70,,,
,00:28:02,151,11.4,05:15,93,30,,4909.60,,,
,00:28:03,151,11.4,05:15,93,30,,4912.60,,,
,00:28:04,151,11.4,05:15,93,30,,4915.90,,,
,00:28:05,151,11.4,05:15,92,30,,4919.10,,,
,00:28:06,151,11.4,05:15,91,30,,4922.40,,,
,00:28:07,151,11.4,05:15,91,30,,4925.70,,,
,00:28:08,151,11.4,05:15,91,30,,4929.30,,,
,00:28:09,151,11.4,05:15,91,30,,4932.20,,,
,00:28:10,152,11.4,05:15,91,30,,4935.50,,,
,00:28:11,152,11.4,05:15,91,30,,4939.10,,,
,00:28:12,152,11.4,05:15,91,30,,4942.60,,,
,00:28:13,152,11.4,05:15,91,30,,4946.00,,,
,00:28:14,152,11.3,05:18,91,30,,4948.70,,,
,00:28:15,152,11.2,05:23,92,30,,4951.50,,,
,00:28:16,152,11.1,05:24,93,29,,4954.50,,,
,00:28:17,152,11.2,05:22,92,29,,4957.10,,,
,00:28:18,153,11.2,05:21,93,29,,4960.70,,,
,00:28:19,153,11.3,05:20,92,29,,4963.90,,,
,00:28:20,153,11.3,05:18,91,29,,4966.90,,,
,00:28:21,153,11.3,05:18,93,29,,4969.90,,,
,00:28:22,153,11.4,05:17,92,29,,4972.80,,,
,00:28:23,153,11.4,05:16,93,29,,4976.50,,,
,00:28:24,154,11.4,05:16,92,29,,4980.30,,,
,00:28:25,154,11.4,05:15,91,29,,4983.70,,,
,00:28:26,154,11.4,05:15,91,29,,4987.20,,,
,00:28:27,154,11.4,05:15,91,29,,4990.40,,,
,00:28:28,154,11.4,05:15,91,29,,4993.70,,,
,00:28:29,154,11.4,05:15,91,29,,4997.00,,,
,00:28:30,154,11.5,05:14,91,29,,5000.40,,,
,00:28:31,154,11.5,05:14,91,29,,5003.70,,,
,00:28:32,153,11.5,05:14,91,29,,5007.10,,,
,00:28:33,153,11.5,05:14,91,29,,5010.50,,,
,00:28:34,153,11.5,05:14,91,29,,5014.10,,,
,00:28:35,153,11.5,05:14,91,29,,5017.50,,,
,00:28:36,154,11.5,05:14,91,29,,5020.80,,,
,00:28:37,153,11.5,05:14,92,29,,5024.20,,,
,00:28:38,153,11.5,05:14,93,29,,5027.40,,,
,00:28:39,154,11.5,05:13,93,29,,5030.70,,,
,00:28:40,154,11.5,05:13,92,29,,5034.00,,,
,00:28:41,154,11.5,05:13,91,29,,5037.20,,,
,00:28:42,154,11.5,05:12,91,29,,5040.20,,,
,00:28:43,154,11.5,05:12,91,29,,5043.30,,,
,00:28:44,154,11.6,05:12,91,28,,5046.50,,,
,00:28:45,154,11.6,05:11,92,28,,5049.90,,,
,00:28:46,154,11.6,05:11,93,28,,5053.10,,,
,00:28:47,154,11.6,05:11,92,28,,5056.50,,,
,00:28:48,155,11.6,05:11,91,28,,5060.00,,,
,00:28:49,155,11.6,05:10,91,28,,5063.60,,,
,00:28:50,155,11.6,05:10,91,28,,5066.90,,,
,00:28:51,155,11.6,05:10,91,28,,5070.20,,,
,00:28:52,156,11.6,05:10,91,28,,5073.60,,,
,00:28:53,156,11.6,05:09,91,28,,5077.20,,,
,00:28:54,156,11.6,05:09,91,28,,5080.40,,,
,00:28:55,156,11.7,05:09,91,28,,5083.60,,,
,00:28:56,156,11.7,05:09,92,29,,5087.30,,,
,00:28:57,156,11.7,05:08,93,29,,5090.40,,,
,00:28:58,157,11.7,05:08,91,29,,5093.40,,,
,00:28:59,157,11.7,05:08,90,29,,5096.60,,,
,00:29:00,157,11.7,05:08,89,29,,5099.80,,,
,00:29:01,157,11.7,05:08,89,29,,5102.80,,,
,00:29:02,157,11.7,05:08,89,29,,5106.20,,,
,00:29:03,157,11.7,05:09,89,29,,5109.20,,,
,00:29:04,157,11.4,05:14,87,29,,5111.60,,,
,00:29:05,157,11.0,05:26,86,30,,5114.10,,,
,00:29:06,158,10.7,05:37,86,30,,5116.40,,,
,00:29:07,158,10.5,05:42,88,30,,5118.90,,,
,00:29:08,158,10.5,05:43,88,30,,5121.40,,,
,00:29:09,158,10.5,05:42,88,30,,5124.10,,,
,00:29:10,158,10.5,05:42,88,30,,5126.60,,,
,00:29:11,158,10.4,05:46,88,30,,5128.80,,,
,00:29:12,158,10.2,05:52,88,31,,5131.30,,,
,00:29:13,158,10.0,06:00,88,31,,5134.00,,,
,00:29:14,158,9.8,06:09,88,31,,5136.90,,,
,00:29:15,158,9.7,06:10,88,31,,5139.20,,,
,00:29:16,158,9.8,06:08,87,31,,5142.10,,,
,00:29:17,158,9.9,06:03,87,31,,5144.70,,,
,00:29:18,158,10.1,05:57,86,32,,5147.60,,,
,00:29:19,158,10.1,05:56,87,32,,5150.40,,,
,00:29:20,158,10.0,05:59,87,32,,5152.90,,,
,00:29:21,158,9.9,06:02,86,32,,5155.60,,,
,00:29:22,158,9.9,06:05,86,32,,5158.40,,,
,00:29:23,158,9.7,06:09,86,32,,5160.90,,,
,00:29:24,158,9.6,06:16,88,33,,5163.60,,,
,00:29:25,158,9.3,06:26,88,33,,5165.90,,,
,00:29:26,158,8.8,06:51,88,33,,5168.20,,,
,00:29:27,158,8.8,06:51,88,33,,5170.00,,,
,00:29:28,158,8.4,07:08,88,33,,5172.10,,,
