Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
anton espiga,RUNNING,11-11-2025,12:38:56,00:33:06,5.89,141,10.7,15.2,05:37,03:57,324,34,65,1,89,,54,,36,40,,,,169.0,64.0,183,50,47,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:14:20,147,10.2,05:54,88,45,,2402.30,,,
,00:14:21,146,10.1,05:57,88,45,,2404.20,,,
,00:14:22,146,10.0,06:00,88,45,,2406.10,,,
,00:14:23,146,10.0,06:00,88,45,,2408.90,,,
,00:14:24,145,10.0,06:00,88,45,,2411.80,,,
,00:14:25,145,10.0,05:59,88,45,,2415.00,,,
,00:14:26,145,10.0,05:59,88,45,,2417.70,,,
,00:14:27,145,10.0,05:59,88,45,,2420.50,,,
,00:14:28,145,10.0,06:00,88,45,,2423.50,,,
,00:14:29,145,10.0,06:01,88,45,,2426.00,,,
,00:14:30,144,9.9,06:02,88,45,,2428.70,,,
,00:14:31,144,9.9,06:03,88,45,,2431.90,,,
,00:14:32,144,9.9,06:03,88,45,,2434.30,,,
,00:14:33,144,9.9,06:04,88,45,,2436.90,,,
,00:14:34,144,9.9,06:04,89,46,,2439.70,,,
,00:14:35,144,9.9,06:04,89,46,,2442.70,,,
,00:14:36,144,9.9,06:04,90,46,,2445.50,,,
,00:14:37,143,9.9,06:05,90,46,,2449.00,,,
,00:14:38,143,9.9,06:04,90,46,,2451.90,,,
,00:14:39,143,10.0,06:02,90,46,,2455.30,,,
,00:14:40,143,10.0,06:00,90,46,,2458.20,,,
,00:14:41,142,10.0,05:59,90,46,,2461.70,,,
,00:14:42,142,10.0,05:59,90,46,,2465.00,,,
,00:14:43,142,10.0,05:59,90,46,,2468.20,,,
,00:14:44,142,10.0,05:59,89,46,,2471.30,,,
,00:14:45,142,10.0,06:00,89,46,,2474.20,,,
,00:14:46,142,10.0,06:00,89,46,,2477.10,,,
,00:14:47,142,10.0,06:01,90,46,,2479.90,,,
,00:14:48,141,10.0,06:01,89,46,,2482.60,,,
,00:14:49,141,10.0,06:01,90,46,,2485.70,,,
,00:14:50,141,10.0,06:01,90,46,,2487.90,,,
,00:14:51,141,10.0,06:01,90,46,,2490.90,,,
,00:14:52,141,10.0,06:00,90,46,,2493.70,,,
,00:14:53,141,10.0,06:00,90,46,,2496.90,,,
,00:14:54,141,10.0,05:59,89,46,,2499.90,,,
,00:14:55,141,10.0,05:59,89,45,,2502.70,,,
,00:14:56,141,10.1,05:57,89,45,,2505.80,,,
,00:14:57,141,10.1,05:56,89,45,,2508.90,,,
,00:14:58,141,10.1,05:56,89,45,,2511.50,,,
,00:14:59,141,10.1,05:55,90,45,,2514.90,,,
,00:15:00,141,10.2,05:54,87,45,,2517.50,,,
,00:15:01,141,10.2,05:54,88,45,,2520.10,,,
,00:15:02,141,10.2,05:53,88,45,,2522.40,,,
,00:15:03,141,10.2,05:53,86,45,,2525.20,,,
,00:15:04,141,10.2,05:53,87,45,,2527.60,,,
,00:15:05,142,10.2,05:53,88,45,,2530.20,,,
,00:15:06,142,10.1,05:56,88,45,,2533.00,,,
,00:15:07,142,10.1,05:58,87,45,,2535.50,,,
,00:15:08,143,10.1,05:57,86,45,,2537.90,,,
,00:15:09,143,10.1,05:56,86,45,,2540.80,,,
,00:15:10,143,10.1,05:55,87,45,,2543.70,,,
,00:15:11,143,10.1,05:55,88,45,,2546.40,,,
,00:15:12,143,10.2,05:54,88,45,,2548.90,,,
,00:15:13,144,10.2,05:54,88,45,,2552.00,,,
,00:15:14,144,10.2,05:55,87,45,,2554.70,,,
,00:15:15,144,10.2,05:55,88,45,,2557.50,,,
,00:15:16,144,10.1,05:57,88,45,,2560.40,,,
,00:15:17,144,10.0,05:59,88,45,,2562.70,,,
,00:15:18,144,10.0,05:58,88,45,,2565.20,,,
,00:15:19,144,10.1,05:58,88,45,,2567.90,,,
,00:15:20,144,10.1,05:58,88,45,,2570.70,,,
,00:15:21,144,10.1,05:58,88,45,,2574.00,,,
,00:15:22,144,10.1,05:57,87,45,,2576.60,,,
,00:15:23,144,10.1,05:55,88,45,,2579.40,,,
,00:15:24,144,10.1,05:56,86,45,,2582.30,,,
,00:15:25,145,10.0,06:00,86,,,2585.00,,,
,00:15:26,145,10.1,05:58,88,,,2587.80,,,
,00:15:27,145,10.1,05:56,88,,,2587.80,,,
,00:15:28,145,10.2,05:53,88,,,2587.80,,,
,00:15:29,145,10.3,05:51,88,,,2587.80,,,
,00:15:30,146,10.3,05:49,88,,,2590.70,,,
,00:15:31,146,10.3,05:48,88,,,2593.50,,,
,00:15:32,146,10.3,05:48,88,,,2596.40,,,
,00:15:33,146,10.3,05:48,88,,,2599.20,,,
,00:15:34,146,10.3,05:49,88,,,2602.10,,,
,00:15:35,147,10.7,05:36,88,45,,2604.90,,,
,00:15:36,147,10.6,05:39,88,45,,2604.90,,,
,00:15:37,147,10.2,05:51,88,45,,2604.90,,,
,00:15:38,147,10.4,05:47,88,45,,2604.90,,,
,00:15:39,147,10.7,05:36,88,45,,2609.11,,,
,00:15:40,147,10.6,05:40,88,45,,2613.33,,,
,00:15:41,147,10.2,05:52,88,45,,2617.54,,,
,00:15:42,147,10.2,05:54,88,45,,2621.75,,,
,00:15:43,147,10.2,05:53,89,45,,2625.97,,,
,00:15:44,147,10.2,05:52,89,45,,2630.18,,,
,00:15:45,147,10.2,05:52,89,45,,2633.80,,,
,00:15:46,147,10.3,05:51,87,45,,2633.80,,,
,00:15:47,147,10.3,05:50,86,45,,2633.80,,,
,00:15:48,147,10.3,05:50,87,45,,2633.80,,,
,00:15:49,146,10.3,05:50,88,45,,2633.80,,,
,00:15:50,146,10.3,05:50,88,45,,2637.10,,,
,00:15:51,147,10.3,05:49,88,45,,2639.80,,,
,00:15:52,147,10.3,05:49,88,45,,2642.90,,,
,00:15:53,147,10.3,05:49,88,45,,2646.20,,,
,00:15:54,147,10.3,05:49,88,45,,2648.70,,,
,00:15:55,147,10.2,05:51,88,45,,2650.80,,,
,00:15:56,147,9.9,06:03,88,45,,2652.20,,,
,00:15:57,147,9.5,06:19,88,45,,2653.40,,,
,00:15:58,147,9.3,06:26,88,45,,2655.30,,,
,00:15:59,147,9.4,06:22,88,45,,2657.50,,,
,00:16:00,147,9.6,06:16,88,45,,2660.50,,,
,00:16:01,147,9.8,06:07,88,46,,2662.20,,,
,00:16:02,147,10.1,05:58,88,46,,2664.50,,,
,00:16:03,147,10.3,05:51,88,46,,2668.30,,,
,00:16:04,147,10.4,05:47,88,46,,2672.51,,,
,00:16:05,147,10.5,05:42,88,46,,2676.73,,,
,00:16:06,147,10.7,05:36,88,46,,2680.94,,,
,00:16:07,147,10.8,05:34,88,46,,2684.60,,,
,00:16:08,147,10.8,05:34,88,46,,2687.90,,,
,00:16:09,147,10.8,05:34,88,46,,2690.60,,,
,00:16:10,146,10.8,05:32,88,47,,2693.90,,,
,00:16:11,146,11.0,05:27,88,47,,2697.10,,,
,00:16:12,146,11.1,05:23,88,47,,2700.60,,,
,00:16:13,146,11.2,05:23,88,47,,2703.30,,,
,00:16:14,145,11.3,05:20,87,47,,2706.70,,,
,00:16:15,145,11.3,05:20,88,47,,2709.80,,,
,00:16:16,145,11.3,05:20,88,47,,2713.10,,,
,00:16:17,145,11.4,05:15,88,47,,2716.40,,,
,00:16:18,145,11.5,05:14,88,47,,2719.50,,,
,00:16:19,145,11.5,05:14,88,47,,2722.60,,,
,00:16:20,145,11.4,05:17,88,47,,2725.80,,,
,00:16:21,145,11.2,05:22,88,47,,2728.70,,,
,00:16:22,145,11.1,05:25,88,47,,2732.20,,,
,00:16:23,145,11.0,05:29,88,47,,2735.20,,,
,00:16:24,145,10.9,05:31,90,47,,2738.10,,,
,00:16:25,145,10.8,05:33,90,47,,2741.50,,,
,00:16:26,145,10.8,05:34,90,47,,2744.40,,,
,00:16:27,145,10.8,05:34,90,47,,2747.20,,,
,00:16:28,145,10.8,05:33,90,47,,2750.40,,,
,00:16:29,144,10.8,05:33,90,47,,2753.20,,,
,00:16:30,144,10.8,05:33,90,47,,2756.70,,,
,00:16:31,144,10.9,05:32,90,47,,2760.00,,,
,00:16:32,143,10.9,05:31,90,47,,2762.90,,,
,00:16:33,143,10.9,05:30,90,47,,2765.90,,,
,00:16:34,143,10.9,05:29,90,47,,2768.60,,,
,00:16:35,142,11.0,05:28,89,47,,2772.10,,,
,00:16:36,142,11.0,05:28,89,47,,2775.20,,,
,00:16:37,142,11.0,05:27,89,47,,2778.30,,,
,00:16:38,142,11.0,05:27,90,47,,2781.70,,,
,00:16:39,142,11.0,05:26,90,47,,2784.10,,,
,00:16:40,141,11.0,05:26,90,47,,2787.50,,,
,00:16:41,141,11.1,05:25,90,47,,2790.80,,,
,00:16:42,141,11.1,05:25,90,47,,2794.30,,,
,00:16:43,141,11.1,05:24,90,46,,2797.60,,,
,00:16:44,141,11.1,05:24,90,46,,2800.90,,,
,00:16:45,141,11.1,05:23,90,46,,2804.00,,,
,00:16:46,141,11.1,05:23,90,46,,2807.20,,,
,00:16:47,141,11.2,05:23,90,46,,2810.10,,,
,00:16:48,141,11.2,05:22,89,46,,2813.90,,,
,00:16:49,142,11.2,05:22,89,46,,2816.60,,,
,00:16:50,142,11.2,05:22,89,46,,2819.70,,,
,00:16:51,142,11.2,05:22,89,46,,2822.40,,,
,00:16:52,142,11.2,05:21,89,46,,2825.70,,,
,00:16:53,142,11.2,05:21,89,46,,2828.20,,,
,00:16:54,142,11.2,05:21,89,46,,2831.50,,,
,00:16:55,143,11.2,05:21,89,46,,2834.70,,,
,00:16:56,143,11.2,05:21,89,46,,2837.70,,,
,00:16:57,143,11.2,05:20,89,46,,2840.40,,,
,00:16:58,143,11.2,05:22,89,46,,2843.50,,,
,00:16:59,143,11.1,05:24,89,46,,2846.30,,,
,00:17:00,143,11.1,05:23,89,46,,2849.30,,,
,00:17:01,143,11.2,05:23,89,46,,2852.10,,,
,00:17:02,143,11.2,05:22,89,46,,2855.20,,,
,00:17:03,143,11.2,05:22,89,46,,2857.90,,,
,00:17:04,143,11.2,05:22,89,46,,2860.50,,,
,00:17:05,143,11.2,05:21,89,46,,2863.80,,,
,00:17:06,143,11.2,05:21,89,46,,2867.10,,,
,00:17:07,143,11.2,05:21,90,46,,2870.30,,,
,00:17:08,143,11.2,05:21,89,46,,2873.80,,,
,00:17:09,143,11.2,05:21,89,46,,2876.50,,,
,00:17:10,143,11.2,05:21,89,46,,2879.50,,,
,00:17:11,143,11.2,05:21,89,46,,2882.80,,,
,00:17:12,143,11.2,05:21,89,46,,2885.80,,,
,00:17:13,143,11.2,05:22,89,46,,2888.80,,,
,00:17:14,143,11.2,05:22,89,46,,2891.70,,,
,00:17:15,143,11.2,05:22,89,46,,2894.10,,,
,00:17:16,143,11.2,05:22,89,46,,2897.40,,,
,00:17:17,143,11.1,05:23,89,46,,2900.20,,,
,00:17:18,143,11.1,05:23,89,46,,2903.10,,,
,00:17:19,143,11.0,05:28,89,46,,2905.80,,,
,00:17:20,143,10.7,05:37,89,46,,2907.60,,,
,00:17:21,143,10.5,05:44,89,46,,2910.20,,,
,00:17:22,143,10.4,05:45,89,46,,2913.30,,,
,00:17:23,144,10.5,05:41,89,46,,2915.90,,,
,00:17:24,144,10.6,05:38,87,46,,2918.70,,,
,00:17:25,144,10.7,05:38,86,46,,2921.20,,,
,00:17:26,144,10.5,05:43,85,45,,2923.80,,,
,00:17:27,144,10.4,05:48,85,45,,2926.30,,,
,00:17:28,144,10.2,05:52,85,45,,2929.10,,,
,00:17:29,144,9.9,06:02,87,45,,2932.00,,,
,00:17:30,144,9.7,06:11,88,45,,2934.40,,,
,00:17:31,144,9.5,06:18,88,45,,2936.60,,,
,00:17:32,144,9.3,06:27,88,45,,2938.50,,,
,00:17:33,144,9.3,06:29,88,45,,2941.00,,,
,00:17:34,144,9.3,06:26,88,45,,2943.20,,,
,00:17:35,145,9.3,06:26,88,45,,2945.60,,,
,00:17:36,145,9.5,06:21,89,45,,2948.00,,,
,00:17:37,145,9.6,06:15,90,45,,2950.50,,,
,00:17:38,145,9.6,06:14,89,45,,2953.00,,,
,00:17:39,145,9.8,06:09,89,45,,2955.80,,,
,00:17:40,145,9.9,06:03,89,45,,2958.60,,,
,00:17:41,145,10.1,05:58,90,45,,2961.80,,,
,00:17:42,145,10.2,05:54,89,45,,2964.90,,,
,00:17:43,145,10.3,05:51,89,45,,2967.90,,,
,00:17:44,145,10.3,05:48,89,45,,2971.10,,,
,00:17:45,145,10.4,05:46,87,45,,2974.30,,,
,00:17:46,145,10.4,05:45,86,45,,2977.20,,,
,00:17:47,145,10.4,05:45,86,45,,2980.30,,,
,00:17:48,145,10.5,05:44,88,45,,2983.30,,,
,00:17:49,145,10.5,05:44,88,44,,2986.30,,,
,00:17:50,145,10.5,05:43,88,44,,2989.50,,,
,00:17:51,145,10.5,05:43,88,44,,2992.20,,,
,00:17:52,145,10.5,05:43,88,44,,2995.10,,,
,00:17:53,146,10.5,05:43,88,45,,2998.40,,,
,00:17:54,146,10.5,05:43,88,45,,3001.60,,,
,00:17:55,146,10.5,05:43,88,45,,3004.80,,,
,00:17:56,146,10.5,05:43,88,45,,3008.00,,,
,00:17:57,146,10.5,05:43,88,45,,3011.00,,,
,00:17:58,146,10.5,05:43,88,45,,3014.40,,,
,00:17:59,146,10.5,05:43,88,45,,3017.30,,,
,00:18:00,146,10.5,05:43,88,45,,3020.30,,,
,00:18:01,146,10.5,05:43,89,45,,3023.60,,,
,00:18:02,146,10.5,05:43,90,45,,3026.30,,,
,00:18:03,146,10.5,05:42,90,45,,3029.60,,,
,00:18:04,146,10.5,05:42,89,45,,3032.50,,,
,00:18:05,146,10.5,05:42,90,45,,3035.60,,,
,00:18:06,146,10.5,05:42,89,45,,3038.70,,,
,00:18:07,146,10.5,05:42,90,45,,3041.40,,,
,00:18:08,146,10.5,05:42,89,45,,3044.80,,,
,00:18:09,146,10.5,05:42,89,45,,3048.00,,,
,00:18:10,146,10.5,05:42,89,45,,3050.70,,,
,00:18:11,146,10.5,05:42,89,45,,3053.90,,,
,00:18:12,146,10.5,05:42,89,45,,3056.40,,,
,00:18:13,146,10.5,05:42,89,45,,3059.40,,,
,00:18:14,146,10.5,05:43,89,45,,3062.20,,,
,00:18:15,147,10.5,05:43,89,45,,3065.20,,,
,00:18:16,147,10.5,05:43,89,45,,3068.20,,,
,00:18:17,147,10.5,05:42,89,45,,3071.00,,,
,00:18:18,147,10.5,05:42,90,45,,3073.80,,,
,00:18:19,147,10.5,05:42,89,45,,3076.90,,,
,00:18:20,147,10.6,05:41,89,45,,3079.60,,,
,00:18:21,148,10.6,05:40,89,45,,3083.00,,,
,00:18:22,148,10.6,05:39,89,45,,3085.90,,,
,00:18:23,148,10.6,05:39,89,45,,3088.70,,,
,00:18:24,148,10.6,05:38,89,45,,3092.00,,,
,00:18:25,148,10.7,05:38,89,45,,3094.40,,,
,00:18:26,149,10.7,05:38,89,45,,3097.30,,,
,00:18:27,149,10.6,05:39,89,45,,3100.20,,,
,00:18:28,149,10.6,05:40,89,45,,3103.10,,,
,00:18:29,149,10.6,05:40,89,45,,3106.20,,,
,00:18:30,149,10.6,05:39,89,45,,3109.50,,,
,00:18:31,148,10.6,05:38,89,45,,3112.00,,,
,00:18:32,148,10.6,05:38,89,45,,3115.00,,,
,00:18:33,148,10.7,05:38,89,45,,3117.90,,,
,00:18:34,148,10.7,05:37,89,45,,3121.50,,,
,00:18:35,148,10.7,05:37,90,45,,3124.40,,,
,00:18:36,148,10.7,05:37,89,45,,3127.40,,,
,00:18:37,148,10.7,05:36,90,45,,3130.60,,,
,00:18:38,147,10.7,05:36,89,45,,3133.90,,,
,00:18:39,147,10.7,05:35,89,45,,3136.50,,,
,00:18:40,147,10.7,05:35,89,45,,3139.90,,,
,00:18:41,147,10.8,05:35,90,45,,3143.00,,,
,00:18:42,147,10.8,05:35,90,45,,3145.60,,,
,00:18:43,147,10.8,05:34,90,45,,3148.50,,,
,00:18:44,146,10.8,05:34,89,45,,3151.40,,,
,00:18:45,146,10.8,05:34,89,45,,3154.80,,,
,00:18:46,146,10.8,05:34,89,45,,3158.00,,,
,00:18:47,146,10.8,05:33,89,45,,3160.70,,,
,00:18:48,146,10.8,05:32,89,45,,3164.00,,,
,00:18:49,146,10.9,05:31,90,45,,3167.00,,,
,00:18:50,146,10.9,05:30,90,45,,3170.30,,,
,00:18:51,146,10.9,05:29,90,45,,3173.40,,,
,00:18:52,146,10.9,05:29,90,45,,3176.50,,,
,00:18:53,146,11.0,05:28,90,45,,3179.80,,,
,00:18:54,145,11.0,05:28,90,45,,3182.80,,,
,00:18:55,145,11.0,05:28,89,45,,3185.90,,,
,00:18:56,145,11.0,05:28,89,45,,3189.00,,,
,00:18:57,145,11.0,05:27,89,45,,3192.30,,,
,00:18:58,145,11.0,05:27,89,45,,3195.60,,,
,00:18:59,145,11.0,05:27,89,45,,3198.10,,,
,00:19:00,145,11.0,05:27,89,45,,3201.30,,,
,00:19:01,145,10.8,05:33,90,45,,3203.30,,,
,00:19:02,145,10.3,05:49,89,45,,3205.40,,,
,00:19:03,145,9.8,06:08,89,46,,3207.20,,,
,00:19:04,145,9.5,06:19,89,46,,3209.40,,,
,00:19:05,145,9.5,06:17,89,46,,3211.70,,,
,00:19:06,145,9.8,06:09,89,46,,3213.90,,,
,00:19:07,145,9.9,06:03,89,46,,3216.40,,,
,00:19:08,145,9.9,06:02,89,46,,3218.60,,,
,00:19:09,145,9.7,06:12,90,46,,3220.60,,,
,00:19:10,145,9.3,06:26,90,46,,3223.20,,,
,00:19:11,145,9.0,06:38,90,46,,3225.70,,,
,00:19:12,145,8.9,06:46,90,46,,3228.20,,,
,00:19:13,145,8.9,06:46,90,46,,3230.70,,,
,00:19:14,145,9.1,06:36,90,46,,3233.60,,,
,00:19:15,145,9.4,06:22,90,46,,3236.60,,,
,00:19:16,144,9.7,06:11,90,46,,3239.80,,,
,00:19:17,144,10.0,06:00,90,46,,3243.20,,,
,00:19:18,144,10.2,05:54,90,46,,3247.41,,,
,00:19:19,144,10.3,05:51,90,46,,3251.30,,,
,00:19:20,144,10.6,05:41,90,46,,3255.30,,,
,00:19:21,144,11.0,05:26,90,46,,3259.51,,,
,00:19:22,144,11.5,05:14,90,46,,3263.73,,,
,00:19:23,144,11.8,05:05,90,46,,3267.94,,,
,00:19:24,144,12.1,04:58,89,46,,3271.70,,,
,00:19:25,143,12.2,04:54,90,46,,3275.10,,,
,00:19:26,143,12.3,04:54,90,46,,3279.20,,,
,00:19:27,143,12.1,04:57,90,46,,3282.40,,,
,00:19:28,143,11.9,05:02,90,46,,3286.20,,,
,00:19:29,143,11.8,05:06,90,46,,3289.50,,,
,00:19:30,143,11.6,05:10,90,46,,3292.90,,,
,00:19:31,143,11.6,05:11,90,46,,3296.00,,,
,00:19:32,143,11.8,05:06,90,47,,3299.10,,,
,00:19:33,143,11.9,05:01,90,47,,3303.00,,,
,00:19:34,143,12.1,04:57,90,47,,3306.70,,,
,00:19:35,142,12.5,04:49,90,47,,3310.30,,,
,00:19:36,142,12.7,04:44,90,47,,3314.30,,,
,00:19:37,142,12.9,04:40,90,46,,3318.20,,,
,00:19:38,142,13.1,04:35,90,46,,3322.40,,,
,00:19:39,142,13.1,04:35,90,46,,3325.70,,,
,00:19:40,142,12.9,04:38,90,46,,3329.50,,,
,00:19:41,142,12.8,04:41,90,46,,3333.00,,,
,00:19:42,142,12.5,04:47,89,46,,3335.80,,,
,00:19:43,142,12.3,04:52,89,46,,3339.30,,,
,00:19:44,142,12.2,04:56,89,46,,3342.60,,,
,00:19:45,142,12.0,04:59,88,46,,3345.60,,,
,00:19:46,142,12.0,05:00,88,46,,3349.00,,,
,00:19:47,142,11.9,05:01,86,46,,3352.20,,,
,00:19:48,143,11.9,05:02,87,46,,3356.10,,,
,00:19:49,143,11.9,05:02,88,46,,3359.70,,,
,00:19:50,143,12.0,05:01,88,46,,3362.90,,,
,00:19:51,143,12.0,05:00,86,46,,3366.80,,,
,00:19:52,143,12.0,05:00,86,46,,3370.30,,,
,00:19:53,143,12.0,05:00,86,46,,3373.70,,,
,00:19:54,142,12.0,04:59,88,46,,3376.90,,,
,00:19:55,142,12.0,04:59,88,46,,3380.20,,,
,00:19:56,142,12.1,04:59,88,45,,3383.50,,,
,00:19:57,142,12.1,04:58,88,45,,3387.00,,,
,00:19:58,141,12.1,04:57,89,45,,3390.50,,,
,00:19:59,141,12.2,04:56,89,45,,3394.30,,,
,00:20:00,140,12.2,04:55,90,45,,3397.90,,,
,00:20:01,140,12.2,04:54,90,45,,3401.50,,,
,00:20:02,140,12.3,04:53,90,45,,3405.30,,,
,00:20:03,139,12.3,04:52,90,45,,3409.20,,,
,00:20:04,139,12.4,04:51,90,45,,3413.20,,,
,00:20:05,139,12.4,04:50,90,45,,3416.90,,,
,00:20:06,139,12.4,04:49,90,45,,3420.50,,,
,00:20:07,139,12.5,04:48,90,45,,3424.10,,,
,00:20:08,138,12.5,04:48,90,44,,3427.50,,,
,00:20:09,138,12.5,04:47,90,44,,3430.90,,,
,00:20:10,138,12.6,04:46,90,44,,3434.30,,,
,00:20:11,137,12.6,04:46,90,44,,3437.40,,,
,00:20:12,137,12.6,04:46,90,44,,3440.30,,,
,00:20:13,137,12.6,04:46,90,43,,3443.10,,,
,00:20:14,136,12.5,04:47,90,43,,3446.10,,,
,00:20:15,136,12.5,04:49,90,43,,3448.60,,,
,00:20:16,136,12.3,04:52,90,43,,3451.50,,,
,00:20:17,136,12.2,04:55,90,43,,3454.30,,,
,00:20:18,136,12.2,04:56,90,43,,3457.00,,,
,00:20:19,135,12.2,04:55,90,42,,3459.50,,,
,00:20:20,135,12.2,04:54,90,42,,3462.00,,,
,00:20:21,135,12.3,04:53,90,42,,3465.00,,,
,00:20:22,134,12.3,04:52,90,42,,3467.80,,,
,00:20:23,134,12.4,04:51,89,42,,3470.30,,,
,00:20:24,134,12.4,04:50,89,41,,3473.10,,,
,00:20:25,134,12.4,04:50,90,41,,3476.50,,,
,00:20:26,133,12.4,04:50,90,41,,3480.40,,,
,00:20:27,133,12.4,04:50,90,41,,3484.10,,,
,00:20:28,133,12.4,04:51,90,41,,3487.70,,,
,00:20:29,132,12.3,04:52,90,41,,3491.00,,,
,00:20:30,132,12.3,04:52,90,41,,3494.40,,,
,00:20:31,132,12.3,04:52,90,41,,3497.90,,,
,00:20:32,132,12.4,04:51,90,41,,3501.40,,,
,00:20:33,132,12.4,04:51,90,41,,3504.70,,,
,00:20:34,132,12.4,04:51,89,41,,3508.10,,,
,00:20:35,132,12.4,04:51,89,40,,3511.50,,,
,00:20:36,133,12.4,04:51,89,40,,3514.90,,,
,00:20:37,133,12.3,04:52,89,40,,3518.30,,,
,00:20:38,133,12.3,04:52,89,40,,3521.80,,,
,00:20:39,133,12.3,04:53,89,40,,3525.30,,,
,00:20:40,133,12.3,04:53,89,40,,3529.00,,,
,00:20:41,133,12.3,04:53,90,40,,3532.40,,,
,00:20:42,134,12.3,04:53,89,40,,3535.40,,,
,00:20:43,134,12.3,04:53,90,40,,3538.70,,,
,00:20:44,134,12.3,04:53,90,40,,3542.20,,,
,00:20:45,134,12.3,04:54,90,40,,3545.50,,,
,00:20:46,134,12.2,04:54,90,40,,3547.50,,,
,00:20:47,134,12.2,04:54,90,40,,3551.71,,,
,00:20:48,134,12.2,04:55,90,40,,3555.40,,,
,00:20:49,133,12.2,04:55,90,40,,3558.80,,,
,00:20:50,133,12.2,04:55,90,39,,3562.50,,,
,00:20:51,133,12.2,04:55,90,39,,3566.40,,,
,00:20:52,133,12.2,04:55,90,39,,3570.40,,,
,00:20:53,133,12.2,04:56,90,39,,3574.20,,,
,00:20:54,133,12.2,04:56,90,39,,3578.00,,,
,00:20:55,133,12.2,04:56,90,39,,3581.80,,,
,00:20:56,133,12.2,04:55,90,39,,3585.40,,,
,00:20:57,133,12.2,04:55,90,39,,3588.70,,,
,00:20:58,133,12.2,04:54,90,38,,3592.00,,,
,00:20:59,133,12.2,04:54,90,38,,3595.70,,,
,00:21:00,133,12.2,04:54,90,38,,3599.00,,,
,00:21:01,133,12.2,04:54,90,38,,3602.30,,,
,00:21:02,133,12.2,04:54,90,38,,3605.40,,,
,00:21:03,133,12.2,04:55,90,38,,3608.60,,,
,00:21:04,133,12.2,04:55,90,37,,3611.80,,,
,00:21:05,133,12.2,04:56,90,37,,3615.20,,,
,00:21:06,133,12.1,04:57,90,37,,3618.60,,,
,00:21:07,133,12.1,04:57,90,37,,3621.90,,,
,00:21:08,133,12.4,04:51,90,37,,3625.60,,,
,00:21:09,134,13.0,04:38,90,37,,3629.81,,,
,00:21:10,134,14.3,04:11,90,36,,3634.03,,,
,00:21:11,134,14.3,04:11,90,36,,3638.20,,,
,00:21:12,134,15.2,03:57,88,36,,3641.90,,,
,00:21:13,135,14.8,04:04,87,36,,3646.00,,,
,00:21:14,135,14.3,04:12,86,36,,3649.50,,,
,00:21:15,135,13.7,04:23,88,36,,3652.50,,,
,00:21:16,135,13.0,04:37,89,35,,3654.80,,,
,00:21:17,135,12.4,04:51,90,35,,3656.60,,,
,00:21:18,135,11.9,05:03,90,35,,3658.60,,,
,00:21:19,135,11.5,05:12,90,35,,3660.20,,,
,00:21:20,135,11.3,05:18,90,35,,3661.80,,,
,00:21:21,135,11.3,05:18,90,34,,3664.00,,,
,00:21:22,135,11.4,05:15,90,34,,3667.10,,,
,00:21:23,136,11.6,05:11,90,34,,3670.40,,,
,00:21:24,136,11.7,05:08,90,34,,3673.40,,,
,00:21:25,136,11.8,05:05,90,34,,3676.80,,,
,00:21:26,136,11.9,05:03,90,34,,3680.80,,,
,00:21:27,136,11.9,05:02,90,34,,3684.70,,,
,00:21:28,137,12.0,05:00,90,33,,3688.50,,,
,00:21:29,137,12.1,04:58,90,33,,3691.90,,,
,00:21:30,137,12.1,04:57,90,33,,3695.60,,,
,00:21:31,137,12.2,04:56,90,33,,3699.20,,,
,00:21:32,138,12.2,04:55,90,33,,3702.90,,,
,00:21:33,138,12.2,04:54,90,33,,3706.40,,,
,00:21:34,138,12.3,04:54,90,33,,3709.90,,,
,00:21:35,138,12.3,04:53,90,33,,3713.40,,,
,00:21:36,138,12.3,04:53,90,32,,3716.90,,,
,00:21:37,138,12.3,04:53,90,32,,3720.30,,,
,00:21:38,138,12.3,04:53,90,32,,3723.70,,,
,00:21:39,138,12.3,04:52,92,32,,3727.00,,,
,00:21:40,139,12.3,04:52,91,32,,3730.30,,,
,00:21:41,139,12.3,04:52,91,32,,3733.50,,,
,00:21:42,139,12.3,04:53,91,32,,3737.10,,,
,00:21:43,139,12.3,04:53,91,32,,3740.50,,,
,00:21:44,139,12.3,04:53,91,32,,3743.80,,,
,00:21:45,139,12.3,04:52,91,32,,3747.30,,,
,00:21:46,139,12.3,04:52,91,31,,3750.90,,,
,00:21:47,139,12.3,04:52,92,31,,3754.50,,,
,00:21:48,140,12.3,04:52,93,31,,3758.20,,,
,00:21:49,140,12.3,04:52,92,31,,3761.90,,,
,00:21:50,140,12.3,04:52,91,31,,3765.40,,,
,00:21:51,140,12.3,04:52,91,31,,3769.00,,,
,00:21:52,140,12.3,04:52,91,31,,3772.70,,,
,00:21:53,140,12.3,04:52,91,31,,3776.30,,,
,00:21:54,141,12.3,04:52,91,31,,3779.80,,,
